i,j,lag,group_i,group_j,slope,intercept,adf_p,ou_hl,fA_sharpe,fA_pnl,fB_sharpe,fB_pnl,min_fold_sharpe,combined_pnl,combined_sharpe,sharpe_x_sqrt_pnl
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_S,5,galaxy_sounds,pebbles,-1.0181740113867237,20561.95579944951,0.0112336043743623,822.3145146052991,1.669900481574869,1916.7916429296472,1.226656368604638,1792.630937913771,1.226656368604638,3709.4225808434185,1.4482784250897534,88.20743975781963
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_S,1,galaxy_sounds,pebbles,-1.0179829712021022,20559.937409828195,0.0069216114896642,839.7691061761055,1.72570865010362,1961.4100851439907,1.198831362797103,1723.7088593508545,1.198831362797103,3685.118944494845,1.4622700064503615,88.7673647410108
PEBBLES_S,GALAXY_SOUNDS_BLACK_HOLES,1,pebbles,galaxy_sounds,-0.7694153339426255,17755.05730162346,0.0035463070154324,725.6910806084979,2.0592346583797325,2191.866216796243,1.181342065609964,1491.848662944656,1.181342065609964,3683.714879740899,1.6202883619948483,98.34115773787309
PEBBLES_S,OXYGEN_SHAKE_GARLIC,1,pebbles,oxygen_shake,-0.7727027691234808,18147.2455211014,0.0030058039452834,692.2391456803109,1.9430633609611712,1840.294119279259,1.4027173548152976,1834.937001054439,1.4027173548152976,3675.2311203336976,1.6728903578882344,101.41677723181236
PEBBLES_S,GALAXY_SOUNDS_BLACK_HOLES,5,pebbles,galaxy_sounds,-0.7693413888529935,17753.863113292795,0.003800206031983,725.022539695447,1.6383123648918891,1763.4823182517066,1.531034112357775,1887.792354791207,1.531034112357775,3651.2746730429135,1.5846732386248321,95.75511366241636
ROBOT_IRONING,PEBBLES_M,5,robot,pebbles,-0.9153750089182504,18096.00183821018,0.0057001914361268,826.8377695377927,1.1672790194309253,1337.060199454916,1.9409590125685332,2313.6343930594576,1.1672790194309253,3650.6945925143737,1.5541190159997291,93.90139100419613
ROBOT_IRONING,SNACKPACK_PISTACHIO,5,robot,snackpack,3.1878405489502906,-21570.08361929973,0.013663327591871,849.6316324720025,0.9552400222465454,1085.9351873931482,1.5860214865997055,2553.9198441551525,0.9552400222465454,3639.8550315483008,1.2706307544231255,76.65869226214907
PEBBLES_S,OXYGEN_SHAKE_GARLIC,5,pebbles,oxygen_shake,-0.7727200834350947,18147.107658276203,0.0027820964256004,692.6991652607624,2.052321560770172,1857.2218232438024,1.3751566079700046,1773.4668015232164,1.3751566079700046,3630.688624767019,1.7137390843700884,103.2616841338761
ROBOT_IRONING,SNACKPACK_PISTACHIO,1,robot,snackpack,3.187580023317318,-21567.276068616477,0.0144825168687832,852.8963262514715,0.9645776824899496,1087.741036493877,1.5745500258185972,2533.8597937805316,0.9645776824899496,3621.6008302744085,1.2695638541542733,76.40201974308857
SLEEP_POD_POLYESTER,UV_VISOR_AMBER,20,sleep_pod,uv_visor,-0.9214745708124292,19132.670249221737,0.0064751479766531,810.2053374456563,2.285796396901264,1936.3045079396215,1.7320960937190475,1674.380965391907,1.7320960937190475,3610.6854733315286,2.0089462453101556,120.71553001817426
