i,j,lag,group_i,group_j,slope,intercept,adf_p,ou_hl,fA_sharpe,fA_pnl,fB_sharpe,fB_pnl,min_fold_sharpe,combined_pnl,combined_sharpe,sharpe_x_sqrt_pnl
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,100,galaxy_sounds,uv_visor,0.3689380820623889,6183.87642392147,0.0005245625212738,550.019265887205,1.7528246666757836,1651.372429410223,2.5055541491372955,1128.6249730733052,1.7528246666757836,2779.9974024835283,2.1291894079065394,112.2629608146714
PANEL_2X4,PEBBLES_S,20,panel,pebbles,-0.6236562146290572,16837.28630631082,0.0041099088707637,784.28742101314,1.43172852029001,1372.586058184741,1.9079718356317756,1375.1130457341733,1.43172852029001,2747.6991039189143,1.669850177960893,87.53104094290318
PANEL_2X4,OXYGEN_SHAKE_GARLIC,20,panel,oxygen_shake,0.5541264229945312,4658.623237600704,0.0110914470099337,911.501665121226,1.384685204782377,1343.9463522918431,2.857470255578697,1389.3370236509218,1.384685204782377,2733.283375942765,2.121077730180537,110.89166752093573
PANEL_2X4,OXYGEN_SHAKE_GARLIC,1,panel,oxygen_shake,0.5544637923840529,4653.115945040127,0.0106162413921018,909.3921697940796,1.3734500870105142,1330.8753595671606,2.9244481992850337,1395.8319861895052,1.3734500870105142,2726.7073457566657,2.148949143147774,112.21357576844588
PANEL_2X4,OXYGEN_SHAKE_GARLIC,5,panel,oxygen_shake,0.5543780111137526,4654.452549226243,0.0109252820361545,905.1104152348526,1.3658067053554157,1325.4312557085775,2.912050225175086,1389.871578747472,1.3658067053554157,2715.30283445605,2.1389284652652507,111.45649887545754
UV_VISOR_AMBER,SLEEP_POD_POLYESTER,100,uv_visor,sleep_pod,-0.9552593780062484,19215.393329985007,0.0135208666379859,825.3382657750267,1.377355600452301,1534.7027223477253,1.293965566257503,1070.3229448540496,1.293965566257503,2605.025667201775,1.335660583354902,68.1713843206439
UV_VISOR_AMBER,PEBBLES_XS,100,uv_visor,pebbles,0.6548059629079153,3053.6166388613683,0.0048915292402412,706.2823903728671,1.9279278400246176,1857.0754444166712,0.9095845376350176,675.0682285703388,0.9095845376350176,2532.14367298701,1.4187561888298177,71.39239325883156
PANEL_2X4,PEBBLES_XS,5,panel,pebbles,-0.3717518232397583,14018.355830906234,0.0225313784963723,940.5564246590976,2.052295057943347,1889.762955269558,0.7227433205691719,637.6879932474258,0.7227433205691719,2527.4509485169838,1.3875191892562595,69.75580677097783
PANEL_2X4,PEBBLES_XS,1,panel,pebbles,-0.37192066232626,14019.370633428503,0.0219526280837262,947.811776496044,2.0648308860075715,1887.781782351938,0.7244945330160537,631.1257847439647,0.7244945330160537,2518.907567095903,1.3946627095118127,69.99633555322895
SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,100,snackpack,sleep_pod,0.3242444420387684,6870.024333704087,0.0005224962867627,510.1828385454334,1.5581646549741914,873.9752099575926,2.886482314284424,1571.1690323193452,1.5581646549741914,2445.144242276938,2.2223234846293076,109.8903401415604
