product,lag,ic,n_avg
GALAXY_SOUNDS_PLANETARY_RINGS,43,-0.007452393031554664,9950
GALAXY_SOUNDS_PLANETARY_RINGS,44,-0.005739747624717173,9950
GALAXY_SOUNDS_PLANETARY_RINGS,45,-0.0011153859035097117,9946
GALAXY_SOUNDS_PLANETARY_RINGS,46,-0.007389146939316104,9948
GALAXY_SOUNDS_PLANETARY_RINGS,47,-0.0032055245730656565,9947
GALAXY_SOUNDS_PLANETARY_RINGS,48,-0.010272161918704076,9943
GALAXY_SOUNDS_PLANETARY_RINGS,49,-0.004073433288728072,9946
GALAXY_SOUNDS_PLANETARY_RINGS,50,-0.005032399612655491,9945
GALAXY_SOUNDS_SOLAR_FLAMES,1,-0.009962363469138225,9992
GALAXY_SOUNDS_SOLAR_FLAMES,2,0.00039535188418046995,9989
GALAXY_SOUNDS_SOLAR_FLAMES,3,-0.0005754156773280072,9990
GALAXY_SOUNDS_SOLAR_FLAMES,4,0.007530775556466707,9986
GALAXY_SOUNDS_SOLAR_FLAMES,5,0.0034684283826928127,9986
GALAXY_SOUNDS_SOLAR_FLAMES,6,0.008437346603530587,9989
GALAXY_SOUNDS_SOLAR_FLAMES,7,0.00244647140249866,9985
GALAXY_SOUNDS_SOLAR_FLAMES,8,-0.001553163392499865,9984
GALAXY_SOUNDS_SOLAR_FLAMES,9,-0.0005557625099946294,9986
GALAXY_SOUNDS_SOLAR_FLAMES,10,0.011381948468146275,9983
GALAXY_SOUNDS_SOLAR_FLAMES,11,-0.0006204878498941987,9980
GALAXY_SOUNDS_SOLAR_FLAMES,12,0.0010641852352328296,9982
GALAXY_SOUNDS_SOLAR_FLAMES,13,-0.0008537427159212617,9980
GALAXY_SOUNDS_SOLAR_FLAMES,14,-0.007392523082402627,9982
GALAXY_SOUNDS_SOLAR_FLAMES,15,-0.0034968223614248403,9977
GALAXY_SOUNDS_SOLAR_FLAMES,16,-0.01604206337477646,9976
GALAXY_SOUNDS_SOLAR_FLAMES,17,-0.0003100584592193936,9977
GALAXY_SOUNDS_SOLAR_FLAMES,18,-0.002428856564802235,9976
GALAXY_SOUNDS_SOLAR_FLAMES,19,-0.000995665110638465,9974
GALAXY_SOUNDS_SOLAR_FLAMES,20,0.007187746294852702,9973
GALAXY_SOUNDS_SOLAR_FLAMES,21,-0.004374125838635889,9971
GALAXY_SOUNDS_SOLAR_FLAMES,22,0.0056476491760396675,9974
GALAXY_SOUNDS_SOLAR_FLAMES,23,-0.00555960734569156,9969
GALAXY_SOUNDS_SOLAR_FLAMES,24,-0.0023786615018938154,9971
GALAXY_SOUNDS_SOLAR_FLAMES,25,-0.003474463627621218,9967
GALAXY_SOUNDS_SOLAR_FLAMES,26,-0.003506571045732763,9967
GALAXY_SOUNDS_SOLAR_FLAMES,27,0.011456529825172609,9965
GALAXY_SOUNDS_SOLAR_FLAMES,28,0.009920284069022267,9965
GALAXY_SOUNDS_SOLAR_FLAMES,29,-0.0009471836293432394,9965
GALAXY_SOUNDS_SOLAR_FLAMES,30,0.002221759615200588,9964
GALAXY_SOUNDS_SOLAR_FLAMES,31,-0.002139895605553632,9961
GALAXY_SOUNDS_SOLAR_FLAMES,32,0.001828639806397049,9963
GALAXY_SOUNDS_SOLAR_FLAMES,33,9.568263977572111e-05,9961
GALAXY_SOUNDS_SOLAR_FLAMES,34,0.008860497150675028,9959
GALAXY_SOUNDS_SOLAR_FLAMES,35,-0.002048369883449919,9960
GALAXY_SOUNDS_SOLAR_FLAMES,36,0.0016679750997278754,9960
GALAXY_SOUNDS_SOLAR_FLAMES,37,0.007750540013621074,9954
GALAXY_SOUNDS_SOLAR_FLAMES,38,0.0003674807777281162,9955
GALAXY_SOUNDS_SOLAR_FLAMES,39,0.0008539216382329033,9955
GALAXY_SOUNDS_SOLAR_FLAMES,40,-0.004803766399733883,9955
GALAXY_SOUNDS_SOLAR_FLAMES,41,-0.006658251170389515,9951
GALAXY_SOUNDS_SOLAR_FLAMES,42,0.002831682242963615,9948
GALAXY_SOUNDS_SOLAR_FLAMES,43,-0.009369822996599192,9952
GALAXY_SOUNDS_SOLAR_FLAMES,44,0.008713415762176721,9950
GALAXY_SOUNDS_SOLAR_FLAMES,45,0.0005374464001668009,9948
GALAXY_SOUNDS_SOLAR_FLAMES,46,0.00020830668359614451,9946
GALAXY_SOUNDS_SOLAR_FLAMES,47,-0.0005324121009976207,9946
GALAXY_SOUNDS_SOLAR_FLAMES,48,0.0036973339732304035,9944
GALAXY_SOUNDS_SOLAR_FLAMES,49,0.0018514736968906287,9943
GALAXY_SOUNDS_SOLAR_FLAMES,50,0.0016103895267402073,9941
GALAXY_SOUNDS_SOLAR_WINDS,1,0.006666410394458564,9992
GALAXY_SOUNDS_SOLAR_WINDS,2,-0.0002197560472590392,9986
GALAXY_SOUNDS_SOLAR_WINDS,3,-0.0030515905025757,9991
GALAXY_SOUNDS_SOLAR_WINDS,4,-0.00745746302369684,9988
GALAXY_SOUNDS_SOLAR_WINDS,5,0.006932891164211537,9988
GALAXY_SOUNDS_SOLAR_WINDS,6,0.003918764480500957,9987
GALAXY_SOUNDS_SOLAR_WINDS,7,-0.00742057031058176,9985
GALAXY_SOUNDS_SOLAR_WINDS,8,0.0025659287265113006,9983
GALAXY_SOUNDS_SOLAR_WINDS,9,-0.00031571466148911536,9983
GALAXY_SOUNDS_SOLAR_WINDS,10,0.00400852375382323,9985
GALAXY_SOUNDS_SOLAR_WINDS,11,-0.005359999721470728,9981
GALAXY_SOUNDS_SOLAR_WINDS,12,0.00184314148304,9982
GALAXY_SOUNDS_SOLAR_WINDS,13,0.005578993991274185,9979
GALAXY_SOUNDS_SOLAR_WINDS,14,0.0030242816410570804,9980
GALAXY_SOUNDS_SOLAR_WINDS,15,0.005910477129834239,9974
GALAXY_SOUNDS_SOLAR_WINDS,16,-0.005938039709554393,9979
GALAXY_SOUNDS_SOLAR_WINDS,17,0.0067230501318732315,9978
GALAXY_SOUNDS_SOLAR_WINDS,18,0.0018125090356836207,9975
GALAXY_SOUNDS_SOLAR_WINDS,19,-0.003454888641366671,9975
GALAXY_SOUNDS_SOLAR_WINDS,20,-0.003080726406965813,9973
GALAXY_SOUNDS_SOLAR_WINDS,21,0.004370960713677277,9973
GALAXY_SOUNDS_SOLAR_WINDS,22,0.00298602200454582,9973
GALAXY_SOUNDS_SOLAR_WINDS,23,0.002546481701121209,9970
GALAXY_SOUNDS_SOLAR_WINDS,24,-0.005023204212359504,9968
GALAXY_SOUNDS_SOLAR_WINDS,25,-0.006508113235434966,9968
GALAXY_SOUNDS_SOLAR_WINDS,26,-0.002842813603091047,9968
GALAXY_SOUNDS_SOLAR_WINDS,27,-0.011275787816864448,9966
GALAXY_SOUNDS_SOLAR_WINDS,28,-0.000244778486638757,9965
GALAXY_SOUNDS_SOLAR_WINDS,29,0.007474003144963153,9963
GALAXY_SOUNDS_SOLAR_WINDS,30,-0.00392292810524052,9961
GALAXY_SOUNDS_SOLAR_WINDS,31,-0.005179638791210775,9963
GALAXY_SOUNDS_SOLAR_WINDS,32,-0.004909833660179683,9962
GALAXY_SOUNDS_SOLAR_WINDS,33,0.004511389740542802,9960
GALAXY_SOUNDS_SOLAR_WINDS,34,-0.003889945136130507,9957
GALAXY_SOUNDS_SOLAR_WINDS,35,0.002006245704741054,9959
GALAXY_SOUNDS_SOLAR_WINDS,36,-0.005886915099704129,9957
GALAXY_SOUNDS_SOLAR_WINDS,37,-0.00941558936268885,9959
GALAXY_SOUNDS_SOLAR_WINDS,38,-0.003120776702562427,9955
GALAXY_SOUNDS_SOLAR_WINDS,39,-0.011375133144833653,9952
GALAXY_SOUNDS_SOLAR_WINDS,40,0.001828886988164541,9953
GALAXY_SOUNDS_SOLAR_WINDS,41,0.005615341491401176,9951
GALAXY_SOUNDS_SOLAR_WINDS,42,-0.006693414900605425,9948
GALAXY_SOUNDS_SOLAR_WINDS,43,0.007950916849292201,9950
GALAXY_SOUNDS_SOLAR_WINDS,44,-0.0037055507884216077,9947
GALAXY_SOUNDS_SOLAR_WINDS,45,0.004918501544543835,9947
GALAXY_SOUNDS_SOLAR_WINDS,46,0.0038023703773745567,9946
GALAXY_SOUNDS_SOLAR_WINDS,47,0.002225449880719209,9945
GALAXY_SOUNDS_SOLAR_WINDS,48,-0.0023492000185279167,9946
GALAXY_SOUNDS_SOLAR_WINDS,49,0.0071613168744856055,9942
GALAXY_SOUNDS_SOLAR_WINDS,50,0.0020330423727374495,9943
MICROCHIP_CIRCLE,1,-0.008121423464466669,9990
MICROCHIP_CIRCLE,2,0.01081329975673953,9989
MICROCHIP_CIRCLE,3,0.0011604748876330642,9988
MICROCHIP_CIRCLE,4,-0.0036414406726187638,9986
MICROCHIP_CIRCLE,5,-0.00012151575157354724,9986
MICROCHIP_CIRCLE,6,-0.013161863789230746,9986
MICROCHIP_CIRCLE,7,0.009373236151600663,9984
MICROCHIP_CIRCLE,8,-0.0005588980164557543,9984
MICROCHIP_CIRCLE,9,0.00119837198881518,9984
MICROCHIP_CIRCLE,10,0.005504665141694909,9982
MICROCHIP_CIRCLE,11,0.006940319627912112,9980
MICROCHIP_CIRCLE,12,-0.016537111549615315,9979
MICROCHIP_CIRCLE,13,-0.00827075608010242,9979
MICROCHIP_CIRCLE,14,-0.005254396924129251,9979
MICROCHIP_CIRCLE,15,-0.009754186193489637,9977
MICROCHIP_CIRCLE,16,0.0006826622066536896,9974
MICROCHIP_CIRCLE,17,-0.004974475648254691,9975
MICROCHIP_CIRCLE,18,0.0016991733665365303,9975
MICROCHIP_CIRCLE,19,0.003022551002389625,9975
MICROCHIP_CIRCLE,20,-0.0027779379589103407,9973
MICROCHIP_CIRCLE,21,-0.007270543200170308,9970
MICROCHIP_CIRCLE,22,0.007545759493666949,9966
MICROCHIP_CIRCLE,23,0.0009748433885076127,9969
MICROCHIP_CIRCLE,24,-0.0032571047259414847,9968
MICROCHIP_CIRCLE,25,0.0027612110858212975,9968
MICROCHIP_CIRCLE,26,0.004917071497601569,9966
MICROCHIP_CIRCLE,27,0.0025488222763562205,9967
MICROCHIP_CIRCLE,28,-0.0010615056417781173,9965
MICROCHIP_CIRCLE,29,0.007504053667594812,9964
MICROCHIP_CIRCLE,30,0.011054654583754544,9963
MICROCHIP_CIRCLE,31,-0.001535505314013183,9962
MICROCHIP_CIRCLE,32,-0.004120342044074759,9960
MICROCHIP_CIRCLE,33,0.0028097541092776623,9959
MICROCHIP_CIRCLE,34,0.0017236302500379444,9960
MICROCHIP_CIRCLE,35,-0.0040675869746192835,9957
MICROCHIP_CIRCLE,36,0.0034608879157465512,9952
MICROCHIP_CIRCLE,37,0.002634092124071058,9953
MICROCHIP_CIRCLE,38,-0.0046185472870927365,9953
MICROCHIP_CIRCLE,39,-0.00023395256481789582,9953
MICROCHIP_CIRCLE,40,0.0014996988810030735,9948
MICROCHIP_CIRCLE,41,-0.004509370086939299,9949
MICROCHIP_CIRCLE,42,-0.005285817283004899,9947
MICROCHIP_CIRCLE,43,-0.004874262411719577,9950
MICROCHIP_CIRCLE,44,0.0023005207741864622,9946
MICROCHIP_CIRCLE,45,0.008579135876150478,9947
MICROCHIP_CIRCLE,46,-0.0044831604012472576,9948
MICROCHIP_CIRCLE,47,0.006839149444109141,9944
MICROCHIP_CIRCLE,48,0.004259556848903913,9945
MICROCHIP_CIRCLE,49,8.766797227377846e-05,9943
MICROCHIP_CIRCLE,50,-0.003327186240124807,9943
MICROCHIP_OVAL,1,-0.0015886886504640658,9993
MICROCHIP_OVAL,2,0.0041012960672197766,9992
MICROCHIP_OVAL,3,-0.0003798278503406507,9992
MICROCHIP_OVAL,4,0.0029054907373367417,9992
MICROCHIP_OVAL,5,-0.016125388470783198,9990
MICROCHIP_OVAL,6,0.003721446153421341,9988
MICROCHIP_OVAL,7,-0.004779114150343385,9986
MICROCHIP_OVAL,8,-0.002547782943004669,9987
MICROCHIP_OVAL,9,0.0029715417716664433,9985
MICROCHIP_OVAL,10,0.005924660384145893,9984
MICROCHIP_OVAL,11,-0.00135850662891788,9984
MICROCHIP_OVAL,12,-0.0014864962997822174,9983
MICROCHIP_OVAL,13,-0.011572277448394787,9982
MICROCHIP_OVAL,14,0.0005673484496792027,9981
MICROCHIP_OVAL,15,-0.0009221788502625384,9982
MICROCHIP_OVAL,16,0.0006061626647013587,9977
MICROCHIP_OVAL,17,-0.010669441729980494,9977
MICROCHIP_OVAL,18,-0.0011122528571401347,9977
MICROCHIP_OVAL,19,-0.007058016551096605,9976
MICROCHIP_OVAL,20,-0.0009912039479657558,9974
MICROCHIP_OVAL,21,0.006796053409051185,9972
MICROCHIP_OVAL,22,-0.007955998502186269,9972
MICROCHIP_OVAL,23,0.007513793780069398,9973
MICROCHIP_OVAL,24,-0.007481501826560984,9971
MICROCHIP_OVAL,25,0.00393935159299782,9970
MICROCHIP_OVAL,26,-0.0018013052444006772,9970
MICROCHIP_OVAL,27,0.013309051555270157,9969
MICROCHIP_OVAL,28,-0.002018496202947869,9967
MICROCHIP_OVAL,29,0.01052484634770468,9966
MICROCHIP_OVAL,30,0.005933774496523446,9964
MICROCHIP_OVAL,31,-0.00329371678348387,9965
MICROCHIP_OVAL,32,0.001467070196130863,9963
MICROCHIP_OVAL,33,-0.003915432162999123,9963
MICROCHIP_OVAL,34,0.005268110772145218,9962
MICROCHIP_OVAL,35,0.0067133066650791814,9959
MICROCHIP_OVAL,36,-0.004594991701380447,9959
MICROCHIP_OVAL,37,0.0004636482253239838,9958
MICROCHIP_OVAL,38,-0.0003468270915430553,9956
MICROCHIP_OVAL,39,0.010564121280682565,9956
MICROCHIP_OVAL,40,0.0023392494827019607,9957
MICROCHIP_OVAL,41,0.003789405562974104,9954
MICROCHIP_OVAL,42,-0.001190491540737645,9954
MICROCHIP_OVAL,43,0.0019121471831690957,9952
MICROCHIP_OVAL,44,0.0012811204302652366,9952
MICROCHIP_OVAL,45,-0.005466106599169324,9950
MICROCHIP_OVAL,46,0.0016227214630303779,9951
MICROCHIP_OVAL,47,0.0029789281419076055,9949
MICROCHIP_OVAL,48,-0.0023793497317026358,9947
MICROCHIP_OVAL,49,-0.0014624003706268176,9946
MICROCHIP_OVAL,50,-0.0029060093548944153,9948
MICROCHIP_RECTANGLE,1,-0.008700151775889156,9987
MICROCHIP_RECTANGLE,2,-0.0014887638548199446,9987
MICROCHIP_RECTANGLE,3,0.002631886735322008,9987
MICROCHIP_RECTANGLE,4,0.009665559585025874,9987
MICROCHIP_RECTANGLE,5,-0.011798109666714797,9984
MICROCHIP_RECTANGLE,6,0.00312027867093061,9982
MICROCHIP_RECTANGLE,7,0.0013736396320440328,9981
MICROCHIP_RECTANGLE,8,-0.011578151255385393,9981
MICROCHIP_RECTANGLE,9,-0.0007848890615167322,9982
MICROCHIP_RECTANGLE,10,0.0002624240208498436,9979
MICROCHIP_RECTANGLE,11,-0.005194177578788389,9979
MICROCHIP_RECTANGLE,12,0.002539415165453795,9976
MICROCHIP_RECTANGLE,13,0.0032607264183561295,9977
MICROCHIP_RECTANGLE,14,0.004607516635958732,9976
MICROCHIP_RECTANGLE,15,-0.001748954194343647,9973
MICROCHIP_RECTANGLE,16,-0.0039917208118282815,9974
MICROCHIP_RECTANGLE,17,0.006693926018231977,9975
MICROCHIP_RECTANGLE,18,0.0023210289760618925,9975
MICROCHIP_RECTANGLE,19,-0.0005297136707412652,9973
MICROCHIP_RECTANGLE,20,-0.006259263366426422,9970
MICROCHIP_RECTANGLE,21,-0.007262694407925226,9969
MICROCHIP_RECTANGLE,22,-0.0086948559816856,9968
MICROCHIP_RECTANGLE,23,-0.003972611092255441,9967
MICROCHIP_RECTANGLE,24,0.002358830980006568,9965
MICROCHIP_RECTANGLE,25,0.001696100386434862,9965
MICROCHIP_RECTANGLE,26,-0.005315514862647255,9965
MICROCHIP_RECTANGLE,27,-0.009895223359214604,9964
MICROCHIP_RECTANGLE,28,0.0024357507696877966,9964
MICROCHIP_RECTANGLE,29,-0.004010147397835256,9962
MICROCHIP_RECTANGLE,30,-0.003537533176626579,9960
MICROCHIP_RECTANGLE,31,-0.001571381001488091,9959
MICROCHIP_RECTANGLE,32,-0.00767410154133958,9958
MICROCHIP_RECTANGLE,33,0.004738114894225046,9958
MICROCHIP_RECTANGLE,34,-0.002092126944521081,9957
MICROCHIP_RECTANGLE,35,-0.0011939311051509943,9957
MICROCHIP_RECTANGLE,36,0.008002454052738282,9954
MICROCHIP_RECTANGLE,37,-0.009915036287739742,9955
MICROCHIP_RECTANGLE,38,-0.008491786112348769,9953
MICROCHIP_RECTANGLE,39,0.0012925207951762767,9954
MICROCHIP_RECTANGLE,40,0.003929964910906948,9953
MICROCHIP_RECTANGLE,41,-0.0025021252432935203,9950
MICROCHIP_RECTANGLE,42,-0.00045703772885467164,9950
MICROCHIP_RECTANGLE,43,0.00937752815772718,9950
MICROCHIP_RECTANGLE,44,0.005580880449984601,9949
MICROCHIP_RECTANGLE,45,-0.006708382360348872,9948
