group,a,b,slope,intercept,adf_p,ou_hl,wf1_sharpe,wf1_pnl,wf2_sharpe,wf2_pnl
oxygen_shake,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,-0.05694743693950954,9951.029618575558,0.17416999523040394,1651.35177158142,,0.0,1.4350796505954257,645.0285489020262
oxygen_shake,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,-0.2402173155093462,11635.247615621367,0.0890992986985219,1390.6084514464123,,0.0,,0.0
oxygen_shake,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MORNING_BREATH,-0.19695689826008367,11241.553273010664,0.09402771987500302,1393.8466298683875,,0.0,,0.0
oxygen_shake,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,-0.6022236429897997,17850.55329270095,0.7598354548391364,8222.788465956066,1.4497788942576604,1590.5219557574346,-1.2394304498435542,-1101.9728438080347
oxygen_shake,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,-0.8147590256844146,20073.599394515117,0.33440861500515984,3420.8804184329747,1.6500462812575687,1096.6874900157745,-0.46245137770571665,-542.4051235258339
oxygen_shake,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,0.18747614483176842,7963.547642705387,0.41383648308995036,3493.4131549925683,0.6657531425004922,623.2760498437101,0.76094986338267,500.6164598497726
panel,PANEL_1X2,PANEL_1X4,-0.21790416535521137,10970.500977299733,0.3121134037225619,3729.382090191162,0.15475362189254308,132.37281554913352,,0.0
panel,PANEL_1X2,PANEL_2X2,-0.46978118864663965,13421.634811869553,0.13373561740365464,2421.025207078875,0.8702841085901395,786.6220003575472,2.575288039153343,796.6937312153023
panel,PANEL_1X2,PANEL_2X4,0.12095814345688698,7560.090415253296,0.309403958575194,3938.041801807332,0.5505002672179728,463.76403476981613,,0.0
panel,PANEL_1X2,PANEL_4X4,0.3614744284818141,5351.8246156160485,0.546381331755212,4746.9009132483625,0.4121559533700102,369.31867262985725,-0.277448503472824,-153.63139005614903
panel,PANEL_1X4,PANEL_2X2,0.7963313740345864,1771.4348276728742,0.4438764803222056,3762.505636110071,0.6902611602465549,643.2260507502933,,0.0
panel,PANEL_1X4,PANEL_2X4,-0.8033611866964012,18447.744025134914,0.4981181632576807,3753.0454442948944,,0.0,1.0705224291560917,1012.1737113182207
panel,PANEL_1X4,PANEL_4X4,-0.4159001004094089,13506.140951589703,0.6863101356108232,8050.915205701632,0.49852924189464465,376.5269056306988,0.7333088258161141,509.77958608941117
panel,PANEL_2X2,PANEL_2X4,-0.5185217577817693,15417.939434718588,0.4908558571780415,3956.7191128937648,0.570722205739339,521.9619506931977,0.898067099614169,811.764027454763
panel,PANEL_2X2,PANEL_4X4,-0.7294712669356832,16782.840292490615,0.4622853831719257,3508.655882634465,1.1703036639822668,933.280920239973,-0.48425835551513224,-549.3295205462236
panel,PANEL_2X4,PANEL_4X4,-0.2394368402535641,13630.702310296008,0.3417229073059649,3369.498339635077,0.1491642855149919,122.04201776894115,-0.27991174240463645,-314.99958506292023
pebbles,PEBBLES_L,PEBBLES_M,0.3034560468669369,7059.667378884967,0.34242767305481514,2392.0954181042944,1.488649948190309,898.5649131532991,0.4364970125553229,529.4223137951903
pebbles,PEBBLES_L,PEBBLES_S,-0.10159250596593326,11081.57108805435,0.4185944194264324,2839.8020637477553,-0.144390294500863,-58.17929742244269,0.5800602218729897,725.7025996888133
pebbles,PEBBLES_L,PEBBLES_XL,-0.06908884742052526,11087.851305679043,0.3753759714685355,2870.112068751142,-0.456347195734138,-316.0654248626943,0.645736424387676,739.1776499336902
pebbles,PEBBLES_L,PEBBLES_XS,-0.11529675028538815,11027.841485463956,0.4162839904028426,2750.0265738310814,,0.0,0.5154791595758152,612.969089225171
pebbles,PEBBLES_M,PEBBLES_S,-0.5082294733262891,14802.930141477877,0.06631557296870207,1390.4629163723744,1.0567419097594688,1371.2960700676376,,0.0
pebbles,PEBBLES_M,PEBBLES_XL,0.13568998485188621,8468.66316929757,0.14961166410342863,1852.2676433814847,0.4343642598877937,496.7296568079555,1.1914792594544672,984.6997020040399
pebbles,PEBBLES_M,PEBBLES_XS,-0.3293423197775789,12701.904421204654,0.04252997451431577,1270.6371669191115,1.3387266827141062,1215.5471388498172,,0.0
pebbles,PEBBLES_S,PEBBLES_XL,-0.3913520176345275,14108.217796816485,0.09028680813786366,1547.5333140158386,2.8956076345122472,1972.6869728732072,0.9406547697897661,1172.95586801
pebbles,PEBBLES_S,PEBBLES_XS,0.45889252845764944,5534.422868489607,0.054245068334611485,1277.3670414050853,0.682300355327635,975.6951021734185,1.1874052037489808,1209.7190110799365
pebbles,PEBBLES_XL,PEBBLES_XS,-1.0142587046768663,20735.809655004818,0.24882111849233773,2178.477736467145,0.04520002078099195,54.69024716241256,0.32487913517325107,428.2841500971954
robot,ROBOT_DISHES,ROBOT_IRONING,-0.4681060979408704,14091.573003487632,0.2630661333319039,750.1254909610316,1.8916959704567526,1241.200793043825,0.5841750977450269,671.9136341235499
robot,ROBOT_DISHES,ROBOT_LAUNDRY,-0.6553976050146993,16456.12939281012,0.1588201965936168,608.5408120237761,1.3519242387910044,1084.8476695669397,0.46846141878863395,561.383406539393
robot,ROBOT_DISHES,ROBOT_MOPPING,0.3186341359060448,6481.408048023989,0.6006015162253464,1162.6626063397282,1.3550471922914449,1048.8388130620879,0.16426727952778408,366.3270189429559
robot,ROBOT_DISHES,ROBOT_VACUUMING,-0.713910500607763,16562.572388438617,0.10592945085298616,626.972348396271,1.4970742746131698,628.439590597849,0.9969648387852877,1456.1888098883574
robot,ROBOT_IRONING,ROBOT_LAUNDRY,0.9251786273071083,-386.238919304163,0.08978343351916734,1620.912598965752,0.1663684777363086,116.9606791742408,,0.0
robot,ROBOT_IRONING,ROBOT_MOPPING,-0.8192920296196006,17795.886495814688,0.13843757190329253,1453.0825808305199,,0.0,0.8158056621531243,714.6019470817955
robot,ROBOT_IRONING,ROBOT_VACUUMING,1.1296819849606075,-1653.9711959381573,0.10912803568291168,1449.4447857860862,,0.0,,0.0
robot,ROBOT_LAUNDRY,ROBOT_MOPPING,-0.5713325266615465,16164.67457308227,0.13780761013499176,1836.3348090535242,0.8297984221489597,497.3044910376666,0.20981783823138897,226.8620411402626
robot,ROBOT_LAUNDRY,ROBOT_VACUUMING,0.9037273734233944,1538.4954985669876,0.0255729326373071,1131.5628184869897,1.1906409206162314,1311.7948873405458,1.6984401179746633,1614.0486719191204
robot,ROBOT_MOPPING,ROBOT_VACUUMING,-1.1265312086209647,21426.872235689225,0.09294018460970732,1394.7384556018137,1.024264437986349,1236.5426546731833,,0.0
sleep_pod,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,0.1376632281286602,10054.418954319628,0.42426936509746854,5271.858691369673,-0.6931477609404576,-499.540069180468,0.7076032434417858,856.1560133444455
sleep_pod,SLEEP_POD_COTTON,SLEEP_POD_NYLON,0.6935089845605991,4844.633662211595,0.26070111573423016,3539.1211513715675,-0.15795710449286662,-121.27381883311773,0.82842057417216,976.2122653741308
sleep_pod,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,0.7947930737083911,2116.8181347846235,0.03293351260838407,1131.6345933873356,1.3210240070976036,1423.8139506401822,1.8940799691772907,1870.5006139458146
sleep_pod,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,0.6914145659217795,3647.271465125482,0.30233662830599073,2719.295606099971,0.7218688496439253,683.5883053044709,0.5692569629449366,746.5560853829656
sleep_pod,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,0.4005354775093405,6841.692575671177,0.021857718020401946,1197.160663437532,,0.0,,0.0
sleep_pod,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,-0.016253657626094993,10893.894140448883,0.09525167335626761,1786.3151443771173,,0.0,2.1785873175690207,671.0386338640892
sleep_pod,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,-0.02775431327455826,11017.76929389526,0.09303716645677806,1776.5167216776333,,0.0,2.22700172090831,641.3039696045707
sleep_pod,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,0.16006564498742215,7741.205541192039,0.6240948340223902,4521.28909485964,1.0015739250229636,641.6757658983106,-0.6959947517096798,-456.3626909629893
sleep_pod,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,0.10757059172020025,8410.445306569105,0.684457652088291,5266.92894102937,1.4811492405504267,1060.1185638119205,-0.7905778542950206,-528.4148963340467
sleep_pod,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,0.9337324908812258,1198.419179163087,0.05172893404794685,1319.5801795753146,1.8955716242343317,1445.2841964960135,1.1236804347174283,1384.8696456359394
snackpack,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,0.5036534841338596,5060.756776579524,0.01186231979960336,875.8398513994665,1.3406489787711318,247.9384180960633,0.5470796520460521,227.67589456476435
snackpack,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,0.054471219890532455,9294.420932901145,0.06746260254013965,1299.9515668496715,1.2521677256562067,535.477295540144,0.04132483112049449,23.01518665920412
snackpack,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,-0.2987126753824999,13041.57131930802,0.008928596332088427,801.5537060622938,1.5019940478783325,624.5008760044511,1.9801816620195187,748.2254152183705
snackpack,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,-1.0411110933009082,20355.78526046129,0.38893843027131403,1057.585279541076,0.31166230034258835,80.98221898076372,0.4580146550134733,98.93610572352554
snackpack,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,-0.5491469557125451,15030.043733319824,0.14900148265092117,2750.099146019037,0.2010510705808691,33.06499617232657,-0.28705467905454546,-77.63527541685835
snackpack,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,-0.22754657180491034,11932.095976498982,0.007686012584960494,805.8392403908367,1.0769443506208085,464.6503370012815,-0.1669281089258234,-48.53888227668176
snackpack,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,-0.3288944441234701,12816.790598587542,0.03044269576645222,1181.6542119734086,1.2467874988265526,506.5930804417694,-0.07662701881658962,-20.030030617983357
snackpack,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,-0.19318498476125115,12146.168066583852,0.005683729830932919,757.4156293390712,0.8472534141756357,406.3565343345781,0.7998978118440376,256.73782888588175
snackpack,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,0.020875878433774312,9867.022007863492,0.0013342591604045455,623.2730257880394,1.9008888281083676,746.92262298073,1.4493357023407885,625.4162693711532
snackpack,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,0.5790802411679226,4859.460152457209,0.09455070235334645,1822.1086237334755,-0.020027411236794194,-17.149597175756753,1.334553490504882,519.3299334356325
translator,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,-0.2710791333194405,12045.519811021364,0.33194186578299956,3051.5854221557306,-0.15124995628006582,-132.17337848843454,,0.0
translator,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,-0.18865616590307183,11287.748623838306,0.3716408209368857,3294.3019879926173,-0.10902272552091222,-93.34995013261323,,0.0
translator,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_SPACE_GRAY,0.20235658930541067,7476.611670892055,0.34812922538286617,3202.1387385661255,-0.5549697325326959,-472.97364354328147,,0.0
translator,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,-0.562587823912157,15494.123684584189,0.07735636581844134,1452.561509951439,0.5777818038031559,592.3551803950832,,0.0
translator,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,-0.026708633609702992,10083.088829721359,0.13518477708053583,1784.7304201876736,0.9478091442512578,639.7843524075233,,0.0
translator,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_SPACE_GRAY,-0.1067455877514918,10820.555793484154,0.1250010534772199,1728.195059485788,0.9299630886868988,628.2565561078045,,0.0
translator,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,0.28689698919961976,6698.448165614788,0.040771586809269164,1240.0523336682509,2.1045712918976207,992.1003806036688,0.7152516146339819,297.3315561473455
translator,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,0.029461518889378688,9806.761527834742,0.4187227092787872,3430.66506166753,-1.667578738304231,-761.7158864649537,1.8953791055867155,1511.5362954476786
translator,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,0.0844494365807999,9167.638776565414,0.43202273960983734,3460.7671041320555,-1.7581888718765604,-680.7533483097432,1.344091424925633,1003.6599985569119
translator,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,-0.4409842295988632,14220.36412518147,0.36229853961115743,2674.6579003787037,0.5638558578794087,436.0153715324741,-0.17441179598333642,-97.74586737206118
uv_visor,UV_VISOR_AMBER,UV_VISOR_MAGENTA,-1.4091713819950105,23570.116807335362,0.02269367203172097,1057.691822744489,0.9824907704568838,618.3440136203972,0.8472376294334618,1170.562050931745
uv_visor,UV_VISOR_AMBER,UV_VISOR_ORANGE,-1.2866756870490454,21327.22829985073,0.6228741414967619,4084.039650595892,-0.13028500785847288,-100.20727103229001,-0.3067763682050753,-284.60970653552795
uv_visor,UV_VISOR_AMBER,UV_VISOR_RED,-0.9983549413757815,18956.79006681181,0.4127601588869776,4095.6513412038803,-0.4051530866872678,-520.1382827461966,,0.0
uv_visor,UV_VISOR_AMBER,UV_VISOR_YELLOW,-0.1740426474019743,9818.761727733225,0.42162883867655593,8406.68017379382,-1.1954729321524742,-945.8327233743094,0.04986913980699163,33.73538697206277
uv_visor,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,0.651199575674477,4322.056475939379,0.2780333787174759,2263.266497642915,0.8870288962952969,769.2254141454196,-0.6012210826255688,-244.47007454232426
uv_visor,UV_VISOR_MAGENTA,UV_VISOR_RED,0.32659644382354786,7498.560558707461,0.2974907649118044,3013.3736673237468,-0.11320603062596368,-136.3541147914666,,0.0
uv_visor,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,0.256077226585229,8305.836740723504,0.3613786911525252,3331.514058603082,0.2969990676736035,333.28617782068795,0.0737086582945549,80.14655583187414
uv_visor,UV_VISOR_ORANGE,UV_VISOR_RED,0.3897394563868544,6114.704189650149,0.749273822680009,5264.968539286,0.18877223738251395,209.0461986677874,0.6350443175648673,371.61925770145444
uv_visor,UV_VISOR_ORANGE,UV_VISOR_YELLOW,-0.014156932404460176,10581.630247828938,0.690156323608001,5550.116092426069,0.019856712898816523,19.868778599124198,0.7860778487912312,666.2701878636944
uv_visor,UV_VISOR_RED,UV_VISOR_YELLOW,-0.38149282919779254,15243.486285674602,0.052579073088911486,1881.8739416451633,-0.09207208409202089,-36.74989569646095,0.0478822939822747,59.45401237221631
